%time       con-rate  rep-rate  rep-time(ms)  Net I/O  timo-err  oth-err
1007553426     350.0     350.0        19.3     56.4         0        0
1007553727     350.0     349.9        20.3     56.4         0        0
1007554028     350.0     349.9        20.2     56.4         0        0
1007554329     350.0     349.9        20.1     56.4         0        0
1007554630     350.0     349.9        19.1     56.4         0        0
1007554931     350.0     349.9        18.3     56.4         0        0
1007555232     350.0     349.9        19.3     56.4         0        0
1007555533     350.0     349.9        19.1     56.4         0        0
1007555834     350.0     349.9        18.4     56.4         0        0
1007556136     350.0     349.9        19.7     56.4         0        0
1007556437     350.0     349.9        19.9     56.4         0        0
1007556738     350.0     349.9        18.4     56.4         0        0
1007557039     350.0     349.9        19.8     56.4         0        0
1007557340     350.0     349.9        19.5     56.4         0        0
1007557641     350.0     349.9        20.2     56.4         0        0
1007557942     350.0     349.9        19.9     56.4         0        0
1007558243     350.0     349.9        18.9     56.4         0        0
1007558544     350.0     349.9        18.4     56.4         0        0
